"","ID","logFC","AveExpr","t","P.Value","adj.P.Val","B"
"3151","DGKELBDO_05438",3.13186666666667,14.6488583333333,27.8040151107692,2.07016781380894e-11,6.77358908678285e-08,16.2653619977527
"758","DGKELBDO_01350",1.74963333333334,16.2908583333333,21.2093120710187,3.68666333655033e-10,6.03138121859634e-07,13.8099369466661
"2527","DGKELBDO_04234",2.98706666666667,15.7057,20.0722120980835,6.60094185719623e-10,7.19942725224868e-07,13.28143634494
"488","DGKELBDO_00896",1.91106666666667,19.8012166666667,19.2518896089415,1.02500350127115e-09,8.38452864039798e-07,12.8761051891845
"3193","DGKELBDO_05506",1.88063333333333,17.896525,17.2531089093245,3.24132837360877e-09,1.8246297763255e-06,11.7933344572514
"32","DGKELBDO_00039",-1.57166666666667,14.7284333333333,-17.2008513591836,3.34589812284628e-09,1.8246297763255e-06,11.7630474188085
"1061","DGKELBDO_01877",1.1095,17.2859833333333,16.798096201643,4.28671004122653e-09,2.00373075069903e-06,11.525964461423
"819","DGKELBDO_01440",0.976633333333334,15.2315583333333,16.2772547198463,5.95536736089348e-09,2.35801969222013e-06,11.2094520217022
"3096","DGKELBDO_05301",1.62543333333334,15.178075,15.9995115063088,7.12513561498222e-09,2.35801969222013e-06,11.0359074998831
"1543","DGKELBDO_02696",-2.24203333333333,14.4444666666667,-15.9611388155344,7.30553247443604e-09,2.35801969222013e-06,11.0116628577017
"2470","DGKELBDO_04134",1.1308,19.477225,15.8363696437095,7.92732781614348e-09,2.35801969222013e-06,10.9323746943552
"630","DGKELBDO_01105",1.58423333333334,14.0055166666667,14.7237323095906,1.68802269314331e-08,4.60267520997076e-06,10.1930130207686
"1508","DGKELBDO_02645",-2.06273333333333,16.250975,-14.5589417176546,1.89633396670877e-08,4.77292672236238e-06,10.078314664971
"1545","DGKELBDO_02698",-1.86883333333333,16.7056416666667,-14.4212223256603,2.09194689180336e-08,4.88917873570042e-06,9.98137708656892
"1536","DGKELBDO_02682",-1.78946666666667,16.9541916666667,-14.0454776546088,2.74653088694139e-08,5.78794514897205e-06,9.71176299632633
"2676","DGKELBDO_04512",1.0038,15.4091833333333,14.0045638786909,2.8302910263922e-08,5.78794514897205e-06,9.68194219227272
"1274","DGKELBDO_02242",-1.03386666666666,16.6180083333333,-13.6723692896399,3.62288009567592e-08,6.97297863120684e-06,9.436350715428
"3083","DGKELBDO_05275",2.263,12.561775,13.5885441023721,3.85905377771347e-08,7.01490220037693e-06,9.37338672148586
"2885","DGKELBDO_04962",0.687866666666665,17.9185583333333,13.3348546155881,4.68188749354527e-08,8.06270309414743e-06,9.18033262741888
"1084","DGKELBDO_01908",1.04433333333333,16.1141083333333,12.9393962292712,6.37030677308636e-08,1.04218218807693e-05,8.87168443830752
"1770","DGKELBDO_03012",-0.892699999999994,16.1883083333333,-12.8215433276102,6.99391685724897e-08,1.08971885509136e-05,8.77783003080498
"2113","DGKELBDO_03557",0.672633333333337,18.468475,12.7012186003022,7.69969847184877e-08,1.14515515454042e-05,8.68109766582032
"2418","DGKELBDO_04059",-0.787933333333338,16.19815,-12.6397305517681,8.08994688009775e-08,1.15088287789912e-05,8.63130669075856
"1239","DGKELBDO_02150",-0.835300000000004,16.4261083333333,-12.3205998788886,1.04927708712318e-07,1.38759293171048e-05,8.36890474578092
"1689","DGKELBDO_02901",1.52673333333334,17.6946333333333,12.308036980406,1.06020242337292e-07,1.38759293171048e-05,8.35843628914266
"428","DGKELBDO_00783",-0.817366666666672,17.9100166666667,-12.1805885496377,1.17829870643915e-07,1.48284360287266e-05,8.25163032317761
"587","DGKELBDO_01050",0.942099999999996,15.6850916666667,11.9458133757473,1.43501684739747e-07,1.73902782395723e-05,8.05195172046983
"2675","DGKELBDO_04511",0.693933333333337,17.2842333333333,11.6908641566004,1.7843868591049e-07,2.0851835010683e-05,7.8307033649584
"2678","DGKELBDO_04515",0.977333333333334,18.0886916666667,11.5725878677872,1.97696604219462e-07,2.14412298129545e-05,7.72646210356295
"759","DGKELBDO_01351",1.1119,18.995375,11.5450575756257,2.02495718676023e-07,2.14412298129545e-05,7.70205074723525
"1431","DGKELBDO_02539",-1.1129,18.1831333333333,-11.5414086660874,2.03141236002931e-07,2.14412298129545e-05,7.69881100854954
"3167","DGKELBDO_05474",1.25700000000001,14.6039416666667,11.242023716341,2.64551001929801e-07,2.70503399473221e-05,7.42958689532455
"1119","DGKELBDO_01955",1.45383333333334,14.6166666666667,11.1892072108649,2.77343224074274e-07,2.74990008839705e-05,7.38138134818954
"1771","DGKELBDO_03013",-1.05333333333333,17.0444833333333,-11.1389074249334,2.90151952373049e-07,2.78034509108453e-05,7.33527147273337
"1527","DGKELBDO_02671",1.8115,15.7173083333333,11.1114689779297,2.97408551919189e-07,2.78034509108453e-05,7.31003535662118
"1451","DGKELBDO_02563",1.66776666666667,16.6836333333333,10.9195184669543,3.540296433475e-07,3.18773594783361e-05,7.13182887633529
"2953","DGKELBDO_05059",2.09663333333334,12.3823166666667,10.8998193077071,3.60471363294143e-07,3.18773594783361e-05,7.11337390362326
"2285","DGKELBDO_03834",1.1122,17.785375,10.7665048429816,4.07553970659972e-07,3.50925418947218e-05,6.98765370268726
"728","DGKELBDO_01310",-0.996133333333331,15.548875,-10.6857662278372,4.39283730261743e-07,3.68547786004211e-05,6.91080767836538
"2914","DGKELBDO_05002",-1.0391,16.5873333333333,-10.5630817468183,4.92741468749275e-07,3.9092206815866e-05,6.79300269758988
"2275","DGKELBDO_03821",1.2406,16.5949166666667,10.5493210562362,4.99164175091245e-07,3.9092206815866e-05,6.77971067924244
"1674","DGKELBDO_02880",-0.920466666666668,14.8237666666667,-10.5437401874853,5.01794830766007e-07,3.9092206815866e-05,6.77431533988498
"2808","DGKELBDO_04817",-0.854233333333331,14.0126333333333,-10.5022691209442,5.21820436624684e-07,3.97068946194411e-05,6.73414049605689
"2806","DGKELBDO_04815",-0.627766666666677,20.2820333333333,-10.3880703086908,5.81582616181476e-07,4.32485981851316e-05,6.62275480853414
"2837","DGKELBDO_04872",0.919633333333334,18.2072416666667,10.3399482547427,6.0895339383219e-07,4.42776778804206e-05,6.5754829212028
"2829","DGKELBDO_04862",-0.701199999999993,16.6926833333333,-10.1208402711361,7.52505930417478e-07,5.35260740070867e-05,6.35769086058999
"2807","DGKELBDO_04816",-0.923366666666668,14.9170833333333,-10.0806133441517,7.82646071245372e-07,5.42060837597358e-05,6.31724417020876
"2179","DGKELBDO_03674",1.48633333333333,14.8623083333333,10.0643516861079,7.95199272758961e-07,5.42060837597358e-05,6.30085255928147
"2510","DGKELBDO_04212",0.779300000000001,15.5936333333333,10.0277459233172,8.24262739531162e-07,5.50405649744074e-05,6.2638672973807
"171","DGKELBDO_00257",1.11483333333333,14.25765,9.95011225531325,8.89782167947887e-07,5.82273450705097e-05,6.18502794877305
"1152","DGKELBDO_02008",-0.532233333333327,17.6155083333333,-9.91119018714256,9.24736032936929e-07,5.9328162740581e-05,6.14529499362399
"749","DGKELBDO_01336",-0.99723333333333,17.5346166666667,-9.87676075775626,9.5689698360551e-07,6.02109025068698e-05,6.1100326085109
"2570","DGKELBDO_04315",-0.681966666666664,16.8595,-9.74637708998263,1.09012845411571e-06,6.73000056955964e-05,5.97550153666975
"2758","DGKELBDO_04741",-0.5472,18.016875,-9.69148360382418,1.15211763819651e-06,6.86818507489054e-05,5.91838740784427
"1541","DGKELBDO_02694",-0.765833333333337,18.9561166666667,-9.68489717380993,1.15980823914429e-06,6.86818507489054e-05,5.91151548069076
"1108","DGKELBDO_01942",0.809266666666669,14.9726666666667,9.67161727165111,1.17548399814753e-06,6.86818507489054e-05,5.89764749097942
"3129","DGKELBDO_05388",-0.953433333333338,15.3728416666667,-9.63911689015148,1.21482407275883e-06,6.97351643169627e-05,5.86363746734555
"821","DGKELBDO_01449",4.8616,16.769825,9.58419732428965,1.2845792998951e-06,7.24679908492547e-05,5.80593873713411
"3006","DGKELBDO_05148",0.552366666666668,18.9926833333333,9.43464004950707,1.49749117937977e-06,8.13277372043067e-05,5.64734481582398
"1962","DGKELBDO_03321",0.886000000000003,17.1852166666667,9.43229929231921,1.50111311433517e-06,8.13277372043067e-05,5.64484539597541
"1769","DGKELBDO_03011",-0.823166666666669,15.7935833333333,-9.42261719834084,1.51619558968909e-06,8.13277372043067e-05,5.63450134403707
"1340","DGKELBDO_02364",-1.094,19.852075,-9.39216336417186,1.56471479723774e-06,8.25765615574497e-05,5.60190564789237
"2712","DGKELBDO_04622",2.1429,13.4852416666667,9.37320344038846,1.5957688517501e-06,8.28786616337513e-05,5.58156632514235
"1069","DGKELBDO_01887",-1.7068,17.24505,-9.25004228045238,1.81446570066207e-06,9.27645589463483e-05,5.44858033689251
"660","DGKELBDO_01163",-0.694666666666663,14.9323166666667,-9.19519253604065,1.92211816497218e-06,9.67564713198304e-05,5.38886874825681
"705","DGKELBDO_01271",-0.819866666666659,19.029775,-9.17390564105223,1.9657418985086e-06,9.74531438169716e-05,5.36561356046295
"2660","DGKELBDO_04455",0.860533333333333,17.84225,9.12396038598177,2.07235828732558e-06,0.000101205318151183,5.31087036514097
"2556","DGKELBDO_04294",0.450233333333337,16.8219,9.0923857295556,2.14297614160322e-06,0.000103114969637143,5.27613188840566
"515","DGKELBDO_00940",0.823666666666668,17.7008166666667,9.0722911146396,2.18927104098246e-06,0.000103553244460213,5.25397083987288
"816","DGKELBDO_01437",-0.653600000000006,15.282125,-9.06115952936385,2.21538114676494e-06,0.000103553244460213,5.24167676795845
"2896","DGKELBDO_04978",-0.808966666666667,17.702875,-9.03599225876405,2.27566308379816e-06,0.000104872811411093,5.21383443314913
"2138","DGKELBDO_03592",0.712966666666667,18.6982833333333,8.96192667561828,2.4635971260312e-06,0.000110093430033741,5.13151788718732
"2915","DGKELBDO_05003",-1.05496666666667,17.26515,-8.96128061951864,2.46530848519847e-06,0.000110093430033741,5.13079736387831
"2731","DGKELBDO_04643",-0.990533333333335,15.9554083333333,-8.95205469706219,2.48988808756016e-06,0.000110093430033741,5.12050329476813
"1209","DGKELBDO_02099",0.607699999999998,16.9923166666667,8.90197094046379,2.6280279346861e-06,0.000114080409915727,5.06446643468128
"2842","DGKELBDO_04880",-0.557966666666662,18.683125,-8.89434126337896,2.6497894723702e-06,0.000114080409915727,5.05590689140927
"2204","DGKELBDO_03702",3.1103,16.6257916666667,8.88079939216098,2.68889515300254e-06,0.000114157783453656,5.04069959720463
"439","DGKELBDO_00798",0.860633333333334,14.9329833333333,8.86971614964251,2.72136525347958e-06,0.000114157783453656,5.02823899429968
"487","DGKELBDO_00895",0.870433333333335,16.485525,8.83664342767452,2.82080252444215e-06,0.000115740861164991,4.99097944118316
"2598","DGKELBDO_04353",-0.854166666666668,17.4765416666667,-8.83369703234303,2.82984990623451e-06,0.000115740861164991,4.98765445911276
"2182","DGKELBDO_03677",0.896199999999997,19.0139833333333,8.78340999095143,2.98919969985673e-06,0.000120364947066186,4.93076446282785
"681","DGKELBDO_01222",1.67576666666666,20.5340333333333,8.77509175139284,3.01648094725771e-06,0.000120364947066186,4.92132815795319
"1189","DGKELBDO_02063",-0.444433333333329,18.7671666666667,-8.72510023604988,3.18621172151804e-06,0.000125605840395265,4.86446200252138
"2257","DGKELBDO_03795",-0.602266666666667,15.3348083333333,-8.7101911571369,3.23880792740276e-06,0.00012614474118037,4.84745099914261
"2905","DGKELBDO_04990",0.916100000000002,14.9976083333333,8.69953163914326,3.27698746953895e-06,0.00012614474118037,4.83527406607012
"1341","DGKELBDO_02365",-1.07503333333333,19.749375,-8.62486816562065,3.5584392799285e-06,0.000135386201441,4.74963914884855
"1721","DGKELBDO_02945",0.777700000000003,16.7628666666667,8.578972790439,3.74433413433878e-06,0.000140821394109845,4.69670018506345
"607","DGKELBDO_01075",0.906966666666666,20.02555,8.51401027387516,4.0256181908935e-06,0.000149679803643222,4.62137493787289
"1266","DGKELBDO_02228",-0.833633333333328,18.9088333333333,-8.50165810018355,4.08164112237595e-06,0.000150057637667574,4.60699998576201
