"","ID","logFC","AveExpr","t","P.Value","adj.P.Val","B"
"1429","DGKELBDO_02537",3.30233333333333,15.4468666666667,37.7180188139144,7.88737459332504e-13,2.58074896693595e-09,19.8245639725685
"3151","DGKELBDO_05438",3.77470000000001,14.6488583333333,33.5109463489145,2.80683398197995e-12,4.59198039451921e-09,18.6944574229708
"488","DGKELBDO_00896",2.8359,19.8012166666667,28.5685657618767,1.549306789284e-11,1.34652613913368e-08,17.1036370132038
"1","DGKELBDO_00003",2.14909999999999,18.3056583333333,28.2092674816795,1.77367594200841e-11,1.34652613913368e-08,16.9747040208537
"1543","DGKELBDO_02696",-3.9078,14.4444666666667,-27.8198086246169,2.05764996811381e-11,1.34652613913368e-08,16.8326660692629
"3193","DGKELBDO_05506",2.92596666666667,17.896525,26.8430962433151,3.01351745073542e-11,1.47629936580141e-08,16.4656103977276
"2012","DGKELBDO_03411",2.65016666666667,14.9362083333333,26.7252670243982,3.15834216400058e-11,1.47629936580141e-08,16.4202464315734
"1541","DGKELBDO_02694",-2.07526666666667,18.9561166666667,-26.2442797931254,3.83345782074875e-11,1.53265162695896e-08,16.2325622528536
"1061","DGKELBDO_01877",1.71376666666667,17.2859833333333,25.9468385163008,4.328828354663e-11,1.53265162695896e-08,16.1144432529981
"758","DGKELBDO_01350",2.12466666666667,16.2908583333333,25.7555211836144,4.68414311417775e-11,1.53265162695896e-08,16.0376189970673
"2470","DGKELBDO_04134",1.81233333333334,19.477225,25.3809520554325,5.4755327344663e-11,1.62872210065216e-08,15.8852458698754
"1545","DGKELBDO_02698",-3.2305,16.7056416666667,-24.9287926815548,6.63086999047926e-11,1.80801721740401e-08,15.6977625934542
"2527","DGKELBDO_04234",3.52516666666667,15.7057,23.6880863102355,1.14140851636674e-10,2.85336001991086e-08,15.1623662055352
"2275","DGKELBDO_03821",2.76813333333333,16.5949166666667,23.5385517167522,1.22087531414279e-10,2.85336001991086e-08,15.0956688373436
"630","DGKELBDO_01105",2.51276666666667,14.0055166666667,23.3534435729979,1.32771352283943e-10,2.89618576448707e-08,15.0124322629679
"3268","DGKELBDO_05609",4.9371,16.6499333333333,22.8593522609537,1.66621852949059e-10,3.40741689280827e-08,14.7865371318785
"816","DGKELBDO_01437",-1.63313333333334,15.282125,-22.6408838219935,1.84500480505436e-10,3.55109160125758e-08,14.6848889520419
"1177","DGKELBDO_02045",-1.29993333333333,16.7934833333333,-22.1533953195294,2.32418518695095e-10,4.22485218427973e-08,14.4540438540128
"3083","DGKELBDO_05275",3.55423333333333,12.561775,21.3419604065934,3.45121113916975e-10,5.94334886703338e-08,14.0569489742585
"313","DGKELBDO_00609",-1.60856666666667,15.0217166666667,-21.1188872285,3.85718510497023e-10,6.31035483173129e-08,13.9448513422754
"2507","DGKELBDO_04209",-1.70263333333333,18.6684833333333,-20.7853706362424,4.56457070694623e-10,7.11203588244194e-08,13.7748055584533
"2418","DGKELBDO_04059",-1.2758,16.19815,-20.4659043547834,5.37659257622854e-10,7.96269531695347e-08,13.6091029944938
"587","DGKELBDO_01050",1.6079,15.6850916666667,20.3881470405097,5.59724915311522e-10,7.96269531695347e-08,13.5683450444189
"1209","DGKELBDO_02099",1.36966666666667,16.9923166666667,20.0637368188063,6.63043835403468e-10,9.03949762266729e-08,13.3964607188889
