"","ID","logFC","AveExpr","t","P.Value","adj.P.Val","B"
"2908","DGKELBDO_04993",0.163733333333335,14.47655,1.49792991521065,0.162750312706105,0.254550202282207,-6.49236523563168
"688","DGKELBDO_01232",0.250733333333333,14.708,1.49674945848417,0.163052745675898,0.254855734970782,-6.49395997780414
"633","DGKELBDO_01112",-0.0794000000000032,19.8811583333333,-1.49655957422731,0.163101439189736,0.254855734970782,-6.49421642563085
"2417","DGKELBDO_04057",-0.425400000000003,12.9084,-1.49244968502062,0.164158443498529,0.256384929416318,-6.49976179310468
"208","DGKELBDO_00320",0.303566666666663,13.6441333333333,1.49112578993253,0.164500183383083,0.256796087800309,-6.50154595601055
"3236","DGKELBDO_05563",-0.234199999999998,20.6910166666667,-1.49060783911027,0.164634049624675,0.256882503753904,-6.5022436950473
"441","DGKELBDO_00801",-0.110799999999998,15.715625,-1.48844485251154,0.165194094441636,0.257633497146345,-6.50515576025832
"1286","DGKELBDO_02275",-0.146566666666665,17.7671666666667,-1.4879010253976,0.16533516069814,0.257730655457034,-6.50588748549536
"2161","DGKELBDO_03631",-0.904563333333332,10.9356366666667,-1.48735345862732,0.165477301626344,0.257824722978001,-6.50662406436675
"1492","DGKELBDO_02623",0.110300000000002,15.9365833333333,1.48706162754319,0.165553099931779,0.257824722978001,-6.50701655826881
"1004","DGKELBDO_01769",-0.672033333333333,11.8609916666667,-1.48553806197255,0.165949305693108,0.258318805056065,-6.50906483007956
"1715","DGKELBDO_02939",0.2273,15.8738416666667,1.48485507484616,0.166127181963033,0.25847272438566,-6.50998258368702
"2101","DGKELBDO_03542",0.328399999999998,17.13405,1.47978040866012,0.167453957362531,0.260413188445913,-6.51679284960475
"414","DGKELBDO_00766",0.353700000000003,12.5003916666667,1.47823479778031,0.167859861121704,0.260920411206753,-6.51886401210881
"1363","DGKELBDO_02401",-0.176,16.0093416666667,-1.47653481694685,0.168307279467762,0.26149165167071,-6.52114037741788
"1411","DGKELBDO_02510",-0.119666666666667,18.7374833333333,-1.47420155270578,0.168923036542425,0.26232376628705,-6.52426191214275
"952","DGKELBDO_01689",0.137066666666671,14.2099,1.47226667704294,0.169435120869666,0.262994172431473,-6.5268479783421
"1633","DGKELBDO_02820",-0.132533333333337,14.4149083333333,-1.46960284244863,0.170142306863333,0.263966632554208,-6.53040463981698
"2652","DGKELBDO_04440",-0.253233333333336,14.5156833333333,-1.46700214516057,0.170835167823904,0.264915956928822,-6.53387286169264
"3069","DGKELBDO_05247",0.352100000000004,16.7241083333333,1.46327749479958,0.171831668744561,0.266299123301188,-6.53883281564612
"1698","DGKELBDO_02912",-0.199533333333333,15.770475,-1.4630604188973,0.171889898658958,0.266299123301188,-6.53912162628076
"3152","DGKELBDO_05442",-0.175799999999999,17.3400583333333,-1.45981247829444,0.172763164421938,0.26728122279712,-6.54343945457732
"8","DGKELBDO_00011",-0.0993666666666684,18.8407916666667,-1.45980879519769,0.172764156834667,0.26728122279712,-6.54344434725717
"1453","DGKELBDO_02565",-0.180399999999999,17.4432166666667,-1.4597912542612,0.17276888331782,0.26728122279712,-6.54346764878149
"2884","DGKELBDO_04958",0.148466666666669,15.581825,1.45944325038908,0.172862677341335,0.267299943412499,-6.54392990120978
"2084","DGKELBDO_03519",-0.846733333333331,11.492175,-1.45848099903542,0.173122249800516,0.267574870735611,-6.54520767213439
"131","DGKELBDO_00199",-0.462966666666665,11.2006333333333,-1.45805904033937,0.173236180364449,0.267624543037053,-6.54576781173596
"796","DGKELBDO_01404",0.164866666666667,15.780625,1.45540726944621,0.173953635505546,0.268606085594217,-6.54928548190632
"104","DGKELBDO_00163",0.207733333333337,13.5338,1.45506904301281,0.174045327127498,0.268620901113761,-6.54973384239586
