#category,term ID,term description,genes mapped,genes in set,enrichment score,direction,false discovery rate,method,matching proteins in your input (IDs),matching proteins in your input (labels)
GO Process,GO:0015979,Photosynthesis,101,124,1.62706,top,0.000000000000278,ks,"STRG0A42GKT.DGKELBDO_00034,STRG0A42GKT.DGKELBDO_00065,STRG0A42GKT.DGKELBDO_00075,STRG0A42GKT.DGKELBDO_00250,STRG0A42GKT.DGKELBDO_00324,STRG0A42GKT.DGKELBDO_00364,STRG0A42GKT.DGKELBDO_00781,STRG0A42GKT.DGKELBDO_00783,STRG0A42GKT.DGKELBDO_00784,STRG0A42GKT.DGKELBDO_00866,STRG0A42GKT.DGKELBDO_00873,STRG0A42GKT.DGKELBDO_00879,STRG0A42GKT.DGKELBDO_00924,STRG0A42GKT.DGKELBDO_01000,STRG0A42GKT.DGKELBDO_01062,STRG0A42GKT.DGKELBDO_01069,STRG0A42GKT.DGKELBDO_01125,STRG0A42GKT.DGKELBDO_01310,STRG0A42GKT.DGKELBDO_01376,STRG0A42GKT.DGKELBDO_01389,STRG0A42GKT.DGKELBDO_01390,STRG0A42GKT.DGKELBDO_01391,STRG0A42GKT.DGKELBDO_01420,STRG0A42GKT.DGKELBDO_01572,STRG0A42GKT.DGKELBDO_01573,STRG0A42GKT.DGKELBDO_01574,STRG0A42GKT.DGKELBDO_01575,STRG0A42GKT.DGKELBDO_01576,STRG0A42GKT.DGKELBDO_01579,STRG0A42GKT.DGKELBDO_01580,STRG0A42GKT.DGKELBDO_01581,STRG0A42GKT.DGKELBDO_01673,STRG0A42GKT.DGKELBDO_01674,STRG0A42GKT.DGKELBDO_01675,STRG0A42GKT.DGKELBDO_01676,STRG0A42GKT.DGKELBDO_01873,STRG0A42GKT.DGKELBDO_01875,STRG0A42GKT.DGKELBDO_01902,STRG0A42GKT.DGKELBDO_01926,STRG0A42GKT.DGKELBDO_01979,STRG0A42GKT.DGKELBDO_01980,STRG0A42GKT.DGKELBDO_02013,STRG0A42GKT.DGKELBDO_02051,STRG0A42GKT.DGKELBDO_02060,STRG0A42GKT.DGKELBDO_02242,STRG0A42GKT.DGKELBDO_02331,STRG0A42GKT.DGKELBDO_02364,STRG0A42GKT.DGKELBDO_02365,STRG0A42GKT.DGKELBDO_02414,STRG0A42GKT.DGKELBDO_02540,STRG0A42GKT.DGKELBDO_02607,STRG0A42GKT.DGKELBDO_02643,STRG0A42GKT.DGKELBDO_02645,STRG0A42GKT.DGKELBDO_02682,STRG0A42GKT.DGKELBDO_02767,STRG0A42GKT.DGKELBDO_02774,STRG0A42GKT.DGKELBDO_03075,STRG0A42GKT.DGKELBDO_03186,STRG0A42GKT.DGKELBDO_03231,STRG0A42GKT.DGKELBDO_03232,STRG0A42GKT.DGKELBDO_03237,STRG0A42GKT.DGKELBDO_03272,STRG0A42GKT.DGKELBDO_03277,STRG0A42GKT.DGKELBDO_03312,STRG0A42GKT.DGKELBDO_03313,STRG0A42GKT.DGKELBDO_03314,STRG0A42GKT.DGKELBDO_03315,STRG0A42GKT.DGKELBDO_03384,STRG0A42GKT.DGKELBDO_03542,STRG0A42GKT.DGKELBDO_03735,STRG0A42GKT.DGKELBDO_03838,STRG0A42GKT.DGKELBDO_03839,STRG0A42GKT.DGKELBDO_03842,STRG0A42GKT.DGKELBDO_03843,STRG0A42GKT.DGKELBDO_03844,STRG0A42GKT.DGKELBDO_03845,STRG0A42GKT.DGKELBDO_03929,STRG0A42GKT.DGKELBDO_03963,STRG0A42GKT.DGKELBDO_03967,STRG0A42GKT.DGKELBDO_03972,STRG0A42GKT.DGKELBDO_04032,STRG0A42GKT.DGKELBDO_04076,STRG0A42GKT.DGKELBDO_04077,STRG0A42GKT.DGKELBDO_04332,STRG0A42GKT.DGKELBDO_04376,STRG0A42GKT.DGKELBDO_04631,STRG0A42GKT.DGKELBDO_04815,STRG0A42GKT.DGKELBDO_04880,STRG0A42GKT.DGKELBDO_04882,STRG0A42GKT.DGKELBDO_04883,STRG0A42GKT.DGKELBDO_04884,STRG0A42GKT.DGKELBDO_04996,STRG0A42GKT.DGKELBDO_05005,STRG0A42GKT.DGKELBDO_05455,STRG0A42GKT.DGKELBDO_05482,STRG0A42GKT.DGKELBDO_05511,STRG0A42GKT.DGKELBDO_05513,STRG0A42GKT.DGKELBDO_05565,STRG0A42GKT.DGKELBDO_05567,STRG0A42GKT.DGKELBDO_05568,STRG0A42GKT.DGKELBDO_05569","DGKELBDO_00034,DGKELBDO_00065,DGKELBDO_00075,DGKELBDO_00250,DGKELBDO_00324,DGKELBDO_00364,DGKELBDO_00781,DGKELBDO_00783,DGKELBDO_00784,DGKELBDO_00866,DGKELBDO_00873,DGKELBDO_00879,DGKELBDO_00924,DGKELBDO_01000,DGKELBDO_01062,DGKELBDO_01069,DGKELBDO_01125,DGKELBDO_01310,DGKELBDO_01376,DGKELBDO_01389,DGKELBDO_01390,DGKELBDO_01391,DGKELBDO_01420,DGKELBDO_01572,DGKELBDO_01573,DGKELBDO_01574,DGKELBDO_01575,DGKELBDO_01576,DGKELBDO_01579,DGKELBDO_01580,DGKELBDO_01581,DGKELBDO_01673,DGKELBDO_01674,DGKELBDO_01675,DGKELBDO_01676,DGKELBDO_01873,DGKELBDO_01875,DGKELBDO_01902,DGKELBDO_01926,DGKELBDO_01979,DGKELBDO_01980,DGKELBDO_02013,DGKELBDO_02051,DGKELBDO_02060,DGKELBDO_02242,DGKELBDO_02331,DGKELBDO_02364,DGKELBDO_02365,DGKELBDO_02414,DGKELBDO_02540,DGKELBDO_02607,DGKELBDO_02643,DGKELBDO_02645,DGKELBDO_02682,DGKELBDO_02767,DGKELBDO_02774,DGKELBDO_03075,DGKELBDO_03186,DGKELBDO_03231,DGKELBDO_03232,DGKELBDO_03237,DGKELBDO_03272,DGKELBDO_03277,DGKELBDO_03312,DGKELBDO_03313,DGKELBDO_03314,DGKELBDO_03315,DGKELBDO_03384,DGKELBDO_03542,DGKELBDO_03735,DGKELBDO_03838,DGKELBDO_03839,DGKELBDO_03842,DGKELBDO_03843,DGKELBDO_03844,DGKELBDO_03845,DGKELBDO_03929,DGKELBDO_03963,DGKELBDO_03967,DGKELBDO_03972,DGKELBDO_04032,DGKELBDO_04076,DGKELBDO_04077,DGKELBDO_04332,DGKELBDO_04376,DGKELBDO_04631,DGKELBDO_04815,DGKELBDO_04880,DGKELBDO_04882,DGKELBDO_04883,DGKELBDO_04884,DGKELBDO_04996,DGKELBDO_05005,DGKELBDO_05455,DGKELBDO_05482,DGKELBDO_05511,DGKELBDO_05513,DGKELBDO_05565,DGKELBDO_05567,DGKELBDO_05568,DGKELBDO_05569"
GO Process,GO:0000041,Transition metal ion transport,24,31,1.5774,bottom,0.000000223,ks,"STRG0A42GKT.DGKELBDO_00096,STRG0A42GKT.DGKELBDO_00898,STRG0A42GKT.DGKELBDO_00899,STRG0A42GKT.DGKELBDO_00905,STRG0A42GKT.DGKELBDO_00915,STRG0A42GKT.DGKELBDO_00916,STRG0A42GKT.DGKELBDO_00918,STRG0A42GKT.DGKELBDO_01312,STRG0A42GKT.DGKELBDO_01317,STRG0A42GKT.DGKELBDO_01440,STRG0A42GKT.DGKELBDO_01462,STRG0A42GKT.DGKELBDO_01928,STRG0A42GKT.DGKELBDO_01932,STRG0A42GKT.DGKELBDO_02578,STRG0A42GKT.DGKELBDO_03094,STRG0A42GKT.DGKELBDO_03246,STRG0A42GKT.DGKELBDO_03894,STRG0A42GKT.DGKELBDO_04170,STRG0A42GKT.DGKELBDO_04360,STRG0A42GKT.DGKELBDO_04621,STRG0A42GKT.DGKELBDO_04625,STRG0A42GKT.DGKELBDO_04639,STRG0A42GKT.DGKELBDO_05082,STRG0A42GKT.DGKELBDO_05087","DGKELBDO_00096,DGKELBDO_00898,DGKELBDO_00899,DGKELBDO_00905,DGKELBDO_00915,DGKELBDO_00916,DGKELBDO_00918,DGKELBDO_01312,DGKELBDO_01317,DGKELBDO_01440,DGKELBDO_01462,DGKELBDO_01928,DGKELBDO_01932,DGKELBDO_02578,DGKELBDO_03094,DGKELBDO_03246,DGKELBDO_03894,DGKELBDO_04170,DGKELBDO_04360,DGKELBDO_04621,DGKELBDO_04625,DGKELBDO_04639,DGKELBDO_05082,DGKELBDO_05087"
GO Process,GO:0006826,Iron ion transport,21,26,1.72609,bottom,0.000000223,ks,"STRG0A42GKT.DGKELBDO_00096,STRG0A42GKT.DGKELBDO_00898,STRG0A42GKT.DGKELBDO_00899,STRG0A42GKT.DGKELBDO_00915,STRG0A42GKT.DGKELBDO_00916,STRG0A42GKT.DGKELBDO_00918,STRG0A42GKT.DGKELBDO_01312,STRG0A42GKT.DGKELBDO_01317,STRG0A42GKT.DGKELBDO_01440,STRG0A42GKT.DGKELBDO_01462,STRG0A42GKT.DGKELBDO_01928,STRG0A42GKT.DGKELBDO_01932,STRG0A42GKT.DGKELBDO_02578,STRG0A42GKT.DGKELBDO_03094,STRG0A42GKT.DGKELBDO_03894,STRG0A42GKT.DGKELBDO_04170,STRG0A42GKT.DGKELBDO_04360,STRG0A42GKT.DGKELBDO_04621,STRG0A42GKT.DGKELBDO_04625,STRG0A42GKT.DGKELBDO_05082,STRG0A42GKT.DGKELBDO_05087","DGKELBDO_00096,DGKELBDO_00898,DGKELBDO_00899,DGKELBDO_00915,DGKELBDO_00916,DGKELBDO_00918,DGKELBDO_01312,DGKELBDO_01317,DGKELBDO_01440,DGKELBDO_01462,DGKELBDO_01928,DGKELBDO_01932,DGKELBDO_02578,DGKELBDO_03094,DGKELBDO_03894,DGKELBDO_04170,DGKELBDO_04360,DGKELBDO_04621,DGKELBDO_04625,DGKELBDO_05082,DGKELBDO_05087"
GO Process,GO:0030001,Metal ion transport,46,69,1.02548,bottom,0.00000176,ks,"STRG0A42GKT.DGKELBDO_00096,STRG0A42GKT.DGKELBDO_00898,STRG0A42GKT.DGKELBDO_00899,STRG0A42GKT.DGKELBDO_00905,STRG0A42GKT.DGKELBDO_00915,STRG0A42GKT.DGKELBDO_00916,STRG0A42GKT.DGKELBDO_00918,STRG0A42GKT.DGKELBDO_01078,STRG0A42GKT.DGKELBDO_01079,STRG0A42GKT.DGKELBDO_01135,STRG0A42GKT.DGKELBDO_01293,STRG0A42GKT.DGKELBDO_01295,STRG0A42GKT.DGKELBDO_01312,STRG0A42GKT.DGKELBDO_01317,STRG0A42GKT.DGKELBDO_01436,STRG0A42GKT.DGKELBDO_01440,STRG0A42GKT.DGKELBDO_01462,STRG0A42GKT.DGKELBDO_01686,STRG0A42GKT.DGKELBDO_01801,STRG0A42GKT.DGKELBDO_01928,STRG0A42GKT.DGKELBDO_01932,STRG0A42GKT.DGKELBDO_02578,STRG0A42GKT.DGKELBDO_03094,STRG0A42GKT.DGKELBDO_03246,STRG0A42GKT.DGKELBDO_03354,STRG0A42GKT.DGKELBDO_03529,STRG0A42GKT.DGKELBDO_03894,STRG0A42GKT.DGKELBDO_03938,STRG0A42GKT.DGKELBDO_04170,STRG0A42GKT.DGKELBDO_04360,STRG0A42GKT.DGKELBDO_04515,STRG0A42GKT.DGKELBDO_04621,STRG0A42GKT.DGKELBDO_04625,STRG0A42GKT.DGKELBDO_04639,STRG0A42GKT.DGKELBDO_04871,STRG0A42GKT.DGKELBDO_05022,STRG0A42GKT.DGKELBDO_05024,STRG0A42GKT.DGKELBDO_05082,STRG0A42GKT.DGKELBDO_05087,STRG0A42GKT.DGKELBDO_05178,STRG0A42GKT.DGKELBDO_05179,STRG0A42GKT.DGKELBDO_05180,STRG0A42GKT.DGKELBDO_05297,STRG0A42GKT.DGKELBDO_05302,STRG0A42GKT.DGKELBDO_05303,STRG0A42GKT.DGKELBDO_05366","DGKELBDO_00096,DGKELBDO_00898,DGKELBDO_00899,DGKELBDO_00905,DGKELBDO_00915,DGKELBDO_00916,DGKELBDO_00918,DGKELBDO_01078,DGKELBDO_01079,DGKELBDO_01135,DGKELBDO_01293,DGKELBDO_01295,DGKELBDO_01312,DGKELBDO_01317,DGKELBDO_01436,DGKELBDO_01440,DGKELBDO_01462,DGKELBDO_01686,DGKELBDO_01801,DGKELBDO_01928,DGKELBDO_01932,DGKELBDO_02578,DGKELBDO_03094,DGKELBDO_03246,DGKELBDO_03354,DGKELBDO_03529,DGKELBDO_03894,DGKELBDO_03938,DGKELBDO_04170,DGKELBDO_04360,DGKELBDO_04515,DGKELBDO_04621,DGKELBDO_04625,DGKELBDO_04639,DGKELBDO_04871,DGKELBDO_05022,DGKELBDO_05024,DGKELBDO_05082,DGKELBDO_05087,DGKELBDO_05178,DGKELBDO_05179,DGKELBDO_05180,DGKELBDO_05297,DGKELBDO_05302,DGKELBDO_05303,DGKELBDO_05366"
GO Process,GO:0006812,Cation transport,74,120,0.776269,bottom,0.00000213,ks,"STRG0A42GKT.DGKELBDO_00096,STRG0A42GKT.DGKELBDO_00125,STRG0A42GKT.DGKELBDO_00337,STRG0A42GKT.DGKELBDO_00898,STRG0A42GKT.DGKELBDO_00899,STRG0A42GKT.DGKELBDO_00905,STRG0A42GKT.DGKELBDO_00915,STRG0A42GKT.DGKELBDO_00916,STRG0A42GKT.DGKELBDO_00918,STRG0A42GKT.DGKELBDO_00939,STRG0A42GKT.DGKELBDO_00940,STRG0A42GKT.DGKELBDO_00943,STRG0A42GKT.DGKELBDO_01056,STRG0A42GKT.DGKELBDO_01078,STRG0A42GKT.DGKELBDO_01079,STRG0A42GKT.DGKELBDO_01135,STRG0A42GKT.DGKELBDO_01293,STRG0A42GKT.DGKELBDO_01295,STRG0A42GKT.DGKELBDO_01312,STRG0A42GKT.DGKELBDO_01317,STRG0A42GKT.DGKELBDO_01378,STRG0A42GKT.DGKELBDO_01436,STRG0A42GKT.DGKELBDO_01440,STRG0A42GKT.DGKELBDO_01462,STRG0A42GKT.DGKELBDO_01521,STRG0A42GKT.DGKELBDO_01663,STRG0A42GKT.DGKELBDO_01664,STRG0A42GKT.DGKELBDO_01665,STRG0A42GKT.DGKELBDO_01666,STRG0A42GKT.DGKELBDO_01667,STRG0A42GKT.DGKELBDO_01669,STRG0A42GKT.DGKELBDO_01686,STRG0A42GKT.DGKELBDO_01801,STRG0A42GKT.DGKELBDO_01928,STRG0A42GKT.DGKELBDO_01932,STRG0A42GKT.DGKELBDO_01957,STRG0A42GKT.DGKELBDO_01968,STRG0A42GKT.DGKELBDO_01969,STRG0A42GKT.DGKELBDO_02578,STRG0A42GKT.DGKELBDO_02657,STRG0A42GKT.DGKELBDO_02938,STRG0A42GKT.DGKELBDO_03094,STRG0A42GKT.DGKELBDO_03246,STRG0A42GKT.DGKELBDO_03354,STRG0A42GKT.DGKELBDO_03438,STRG0A42GKT.DGKELBDO_03529,STRG0A42GKT.DGKELBDO_03894,STRG0A42GKT.DGKELBDO_03938,STRG0A42GKT.DGKELBDO_04135,STRG0A42GKT.DGKELBDO_04137,STRG0A42GKT.DGKELBDO_04170,STRG0A42GKT.DGKELBDO_04202,STRG0A42GKT.DGKELBDO_04209,STRG0A42GKT.DGKELBDO_04294,STRG0A42GKT.DGKELBDO_04325,STRG0A42GKT.DGKELBDO_04360,STRG0A42GKT.DGKELBDO_04515,STRG0A42GKT.DGKELBDO_04621,STRG0A42GKT.DGKELBDO_04625,STRG0A42GKT.DGKELBDO_04639,STRG0A42GKT.DGKELBDO_04743,STRG0A42GKT.DGKELBDO_04871,STRG0A42GKT.DGKELBDO_05022,STRG0A42GKT.DGKELBDO_05024,STRG0A42GKT.DGKELBDO_05082,STRG0A42GKT.DGKELBDO_05087,STRG0A42GKT.DGKELBDO_05178,STRG0A42GKT.DGKELBDO_05179,STRG0A42GKT.DGKELBDO_05180,STRG0A42GKT.DGKELBDO_05297,STRG0A42GKT.DGKELBDO_05302,STRG0A42GKT.DGKELBDO_05303,STRG0A42GKT.DGKELBDO_05366,STRG0A42GKT.DGKELBDO_05486","DGKELBDO_00096,DGKELBDO_00125,DGKELBDO_00337,DGKELBDO_00898,DGKELBDO_00899,DGKELBDO_00905,DGKELBDO_00915,DGKELBDO_00916,DGKELBDO_00918,DGKELBDO_00939,DGKELBDO_00940,DGKELBDO_00943,DGKELBDO_01056,DGKELBDO_01078,DGKELBDO_01079,DGKELBDO_01135,DGKELBDO_01293,DGKELBDO_01295,DGKELBDO_01312,DGKELBDO_01317,DGKELBDO_01378,DGKELBDO_01436,DGKELBDO_01440,DGKELBDO_01462,DGKELBDO_01521,DGKELBDO_01663,DGKELBDO_01664,DGKELBDO_01665,DGKELBDO_01666,DGKELBDO_01667,DGKELBDO_01669,DGKELBDO_01686,DGKELBDO_01801,DGKELBDO_01928,DGKELBDO_01932,DGKELBDO_01957,DGKELBDO_01968,DGKELBDO_01969,DGKELBDO_02578,DGKELBDO_02657,DGKELBDO_02938,DGKELBDO_03094,DGKELBDO_03246,DGKELBDO_03354,DGKELBDO_03438,DGKELBDO_03529,DGKELBDO_03894,DGKELBDO_03938,DGKELBDO_04135,DGKELBDO_04137,DGKELBDO_04170,DGKELBDO_04202,DGKELBDO_04209,DGKELBDO_04294,DGKELBDO_04325,DGKELBDO_04360,DGKELBDO_04515,DGKELBDO_04621,DGKELBDO_04625,DGKELBDO_04639,DGKELBDO_04743,DGKELBDO_04871,DGKELBDO_05022,DGKELBDO_05024,DGKELBDO_05082,DGKELBDO_05087,DGKELBDO_05178,DGKELBDO_05179,DGKELBDO_05180,DGKELBDO_05297,DGKELBDO_05302,DGKELBDO_05303,DGKELBDO_05366,DGKELBDO_05486"
GO Process,GO:0022900,Electron transport chain,67,93,0.862419,top,0.0000681,ks,"STRG0A42GKT.DGKELBDO_00075,STRG0A42GKT.DGKELBDO_00163,STRG0A42GKT.DGKELBDO_00250,STRG0A42GKT.DGKELBDO_00353,STRG0A42GKT.DGKELBDO_00772,STRG0A42GKT.DGKELBDO_00781,STRG0A42GKT.DGKELBDO_00782,STRG0A42GKT.DGKELBDO_00783,STRG0A42GKT.DGKELBDO_00866,STRG0A42GKT.DGKELBDO_00873,STRG0A42GKT.DGKELBDO_00939,STRG0A42GKT.DGKELBDO_00940,STRG0A42GKT.DGKELBDO_01000,STRG0A42GKT.DGKELBDO_01092,STRG0A42GKT.DGKELBDO_01192,STRG0A42GKT.DGKELBDO_01389,STRG0A42GKT.DGKELBDO_01390,STRG0A42GKT.DGKELBDO_01391,STRG0A42GKT.DGKELBDO_01603,STRG0A42GKT.DGKELBDO_01875,STRG0A42GKT.DGKELBDO_01926,STRG0A42GKT.DGKELBDO_01979,STRG0A42GKT.DGKELBDO_01980,STRG0A42GKT.DGKELBDO_01981,STRG0A42GKT.DGKELBDO_02013,STRG0A42GKT.DGKELBDO_02060,STRG0A42GKT.DGKELBDO_02149,STRG0A42GKT.DGKELBDO_02171,STRG0A42GKT.DGKELBDO_02331,STRG0A42GKT.DGKELBDO_02364,STRG0A42GKT.DGKELBDO_02365,STRG0A42GKT.DGKELBDO_02414,STRG0A42GKT.DGKELBDO_02539,STRG0A42GKT.DGKELBDO_02540,STRG0A42GKT.DGKELBDO_02554,STRG0A42GKT.DGKELBDO_02563,STRG0A42GKT.DGKELBDO_02564,STRG0A42GKT.DGKELBDO_02607,STRG0A42GKT.DGKELBDO_02699,STRG0A42GKT.DGKELBDO_02792,STRG0A42GKT.DGKELBDO_02884,STRG0A42GKT.DGKELBDO_03186,STRG0A42GKT.DGKELBDO_03312,STRG0A42GKT.DGKELBDO_03313,STRG0A42GKT.DGKELBDO_03314,STRG0A42GKT.DGKELBDO_03315,STRG0A42GKT.DGKELBDO_03547,STRG0A42GKT.DGKELBDO_03793,STRG0A42GKT.DGKELBDO_03838,STRG0A42GKT.DGKELBDO_03839,STRG0A42GKT.DGKELBDO_03841,STRG0A42GKT.DGKELBDO_03843,STRG0A42GKT.DGKELBDO_03844,STRG0A42GKT.DGKELBDO_04114,STRG0A42GKT.DGKELBDO_04139,STRG0A42GKT.DGKELBDO_04376,STRG0A42GKT.DGKELBDO_04631,STRG0A42GKT.DGKELBDO_04786,STRG0A42GKT.DGKELBDO_05031,STRG0A42GKT.DGKELBDO_05061,STRG0A42GKT.DGKELBDO_05225,STRG0A42GKT.DGKELBDO_05226,STRG0A42GKT.DGKELBDO_05389,STRG0A42GKT.DGKELBDO_05455,STRG0A42GKT.DGKELBDO_05525,STRG0A42GKT.DGKELBDO_05571,STRG0A42GKT.DGKELBDO_05572","DGKELBDO_00075,DGKELBDO_00163,DGKELBDO_00250,DGKELBDO_00353,DGKELBDO_00772,DGKELBDO_00781,DGKELBDO_00782,DGKELBDO_00783,DGKELBDO_00866,DGKELBDO_00873,DGKELBDO_00939,DGKELBDO_00940,DGKELBDO_01000,DGKELBDO_01092,DGKELBDO_01192,DGKELBDO_01389,DGKELBDO_01390,DGKELBDO_01391,DGKELBDO_01603,DGKELBDO_01875,DGKELBDO_01926,DGKELBDO_01979,DGKELBDO_01980,DGKELBDO_01981,DGKELBDO_02013,DGKELBDO_02060,DGKELBDO_02149,DGKELBDO_02171,DGKELBDO_02331,DGKELBDO_02364,DGKELBDO_02365,DGKELBDO_02414,DGKELBDO_02539,DGKELBDO_02540,DGKELBDO_02554,DGKELBDO_02563,DGKELBDO_02564,DGKELBDO_02607,DGKELBDO_02699,DGKELBDO_02792,DGKELBDO_02884,DGKELBDO_03186,DGKELBDO_03312,DGKELBDO_03313,DGKELBDO_03314,DGKELBDO_03315,DGKELBDO_03547,DGKELBDO_03793,DGKELBDO_03838,DGKELBDO_03839,DGKELBDO_03841,DGKELBDO_03843,DGKELBDO_03844,DGKELBDO_04114,DGKELBDO_04139,DGKELBDO_04376,DGKELBDO_04631,DGKELBDO_04786,DGKELBDO_05031,DGKELBDO_05061,DGKELBDO_05225,DGKELBDO_05226,DGKELBDO_05389,DGKELBDO_05455,DGKELBDO_05525,DGKELBDO_05571,DGKELBDO_05572"
GO Process,GO:1901678,Iron coordination entity transport,15,19,1.99,bottom,0.0000681,afc,"STRG0A42GKT.DGKELBDO_00096,STRG0A42GKT.DGKELBDO_00915,STRG0A42GKT.DGKELBDO_00916,STRG0A42GKT.DGKELBDO_00918,STRG0A42GKT.DGKELBDO_01312,STRG0A42GKT.DGKELBDO_01317,STRG0A42GKT.DGKELBDO_02578,STRG0A42GKT.DGKELBDO_03094,STRG0A42GKT.DGKELBDO_03894,STRG0A42GKT.DGKELBDO_04170,STRG0A42GKT.DGKELBDO_04360,STRG0A42GKT.DGKELBDO_04621,STRG0A42GKT.DGKELBDO_04625,STRG0A42GKT.DGKELBDO_05082,STRG0A42GKT.DGKELBDO_05087","DGKELBDO_00096,DGKELBDO_00915,DGKELBDO_00916,DGKELBDO_00918,DGKELBDO_01312,DGKELBDO_01317,DGKELBDO_02578,DGKELBDO_03094,DGKELBDO_03894,DGKELBDO_04170,DGKELBDO_04360,DGKELBDO_04621,DGKELBDO_04625,DGKELBDO_05082,DGKELBDO_05087"
GO Process,GO:0015706,Nitrate transmembrane transport,9,14,3.80344,top,0.00012,afc,"STRG0A42GKT.DGKELBDO_00960,STRG0A42GKT.DGKELBDO_02695,STRG0A42GKT.DGKELBDO_02696,STRG0A42GKT.DGKELBDO_02697,STRG0A42GKT.DGKELBDO_03797,STRG0A42GKT.DGKELBDO_03799,STRG0A42GKT.DGKELBDO_03800,STRG0A42GKT.DGKELBDO_03801,STRG0A42GKT.DGKELBDO_05003","DGKELBDO_00960,DGKELBDO_02695,DGKELBDO_02696,DGKELBDO_02697,DGKELBDO_03797,DGKELBDO_03799,DGKELBDO_03800,DGKELBDO_03801,DGKELBDO_05003"
GO Process,GO:0015994,Chlorophyll metabolic process,18,21,2.45278,top,0.00012,afc,"STRG0A42GKT.DGKELBDO_00877,STRG0A42GKT.DGKELBDO_00924,STRG0A42GKT.DGKELBDO_01310,STRG0A42GKT.DGKELBDO_01331,STRG0A42GKT.DGKELBDO_02242,STRG0A42GKT.DGKELBDO_02340,STRG0A42GKT.DGKELBDO_02643,STRG0A42GKT.DGKELBDO_02645,STRG0A42GKT.DGKELBDO_02682,STRG0A42GKT.DGKELBDO_03272,STRG0A42GKT.DGKELBDO_03277,STRG0A42GKT.DGKELBDO_03481,STRG0A42GKT.DGKELBDO_03972,STRG0A42GKT.DGKELBDO_03977,STRG0A42GKT.DGKELBDO_04121,STRG0A42GKT.DGKELBDO_04206,STRG0A42GKT.DGKELBDO_04816,STRG0A42GKT.DGKELBDO_04996","DGKELBDO_00877,DGKELBDO_00924,DGKELBDO_01310,DGKELBDO_01331,DGKELBDO_02242,DGKELBDO_02340,DGKELBDO_02643,DGKELBDO_02645,DGKELBDO_02682,DGKELBDO_03272,DGKELBDO_03277,DGKELBDO_03481,DGKELBDO_03972,DGKELBDO_03977,DGKELBDO_04121,DGKELBDO_04206,DGKELBDO_04816,DGKELBDO_04996"
